CBSA,ZIP,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
10100,57422,ANDOVER,SD,0.000270258,0.000000000,0.000000000,0.000229832
10100,57402,ABERDEEN,SD,0.042025134,0.126692879,0.001237624,0.046924079
10100,57439,FERNEY,SD,0.000900860,0.000000000,0.000618812,0.000804413
10100,57456,LEOLA,SD,0.000045043,0.000000000,0.000000000,0.000038305
10100,57451,IPSWICH,SD,0.042565650,0.019222368,0.017945545,0.038994867
10100,57401,ABERDEEN,SD,0.739155894,0.795107034,0.909653465,0.754615797
10100,57475,TOLSTOY,SD,0.001441377,0.000000000,0.000000000,0.001225772
10100,57445,GROTON,SD,0.045583532,0.024464832,0.038366337,0.043285069
10100,57433,COLUMBIA,SD,0.011035539,0.003494976,0.003712871,0.009921091
10100,57448,HOSMER,SD,0.006170893,0.000436872,0.001856436,0.005401057
10100,57435,CRESBARD,SD,0.000630602,0.000000000,0.000000000,0.000536275
10100,57454,LANGFORD,SD,0.000045043,0.000000000,0.000000000,0.000038305
10100,57479,WARNER,SD,0.011576055,0.001747488,0.004950495,0.010304145
10100,57428,BOWDLE,SD,0.010449980,0.002621232,0.004331683,0.009384816
10100,57460,MANSFIELD,SD,0.005765506,0.000000000,0.000000000,0.004903087
10100,57434,CONDE,SD,0.001666592,0.001747488,0.000000000,0.001570520
10100,57427,BATH,SD,0.013332733,0.003494976,0.003712871,0.011874665
10100,57441,FREDERICK,SD,0.014864195,0.005679336,0.004331683,0.013406880
10100,57449,HOUGHTON,SD,0.004639431,0.000873744,0.000000000,0.004022064
10100,57474,STRATFORD,SD,0.005630377,0.003058104,0.001856436,0.005171225
10100,57426,BARNARD,SD,0.001171118,0.000000000,0.000618812,0.001034245
10100,57466,ONAKA,SD,0.000945903,0.000000000,0.000000000,0.000804413
10100,57471,ROSCOE,SD,0.012341786,0.002184360,0.004950495,0.010993641
10100,57446,HECLA,SD,0.014098464,0.001310616,0.000618812,0.012142802
10100,57481,WESTPORT,SD,0.007477141,0.000873744,0.000618812,0.006473608
10100,57432,CLAREMONT,SD,0.006035764,0.006989952,0.000618812,0.005784111
10100,57461,MELLETTE,SD,0.000135129,0.000000000,0.000000000,0.000114916
10140,98537,COSMOPOLIS,WA,0.032992348,0.014774775,0.201266245,0.043751036
10140,98568,OAKVILLE,WA,0.027781587,0.005765766,0.002665778,0.024550771
10140,98562,MOCLIPS,WA,0.003565258,0.001801802,0.072975675,0.008380880
10140,98571,PACIFIC BEACH,WA,0.000219400,0.000000000,0.114628457,0.008333531
10140,98547,GRAYLAND,WA,0.007459617,0.003603604,0.028657114,0.008712327
10140,98536,COPALIS CROSSING,WA,0.002056880,0.000360360,0.000333222,0.001822960
10140,98575,QUINAULT,WA,0.002797356,0.001441441,0.000333222,0.002533204
10140,98579,ROCHESTER,WA,0.000219400,0.000000000,0.000000000,0.000189398
10140,98569,OCEAN SHORES,WA,0.165811919,0.092252252,0.076307897,0.154620138
10140,98583,SATSOP,WA,0.000000000,0.000000000,0.000333222,0.000023675
10140,98595,WESTPORT,WA,0.023174177,0.016216216,0.044651783,0.024242998
10140,98535,COPALIS BEACH,WA,0.002824781,0.001081081,0.062645785,0.006960392
10140,98520,ABERDEEN,WA,0.306200806,0.516036036,0.171609464,0.310424016
10140,98559,MALONE,WA,0.000027425,0.000720721,0.000000000,0.000071024
10140,98550,HOQUIAM,WA,0.165674794,0.168648649,0.092969010,0.160704562
10140,98552,HUMPTULIPS,WA,0.002002029,0.003243243,0.007330890,0.002462180
10140,98541,ELMA,WA,0.103282780,0.054774775,0.025658114,0.094580838
10140,98566,NEILTON,WA,0.000000000,0.000000000,0.002665778,0.000189398
10140,98526,AMANDA PARK,WA,0.002221430,0.005045045,0.003998667,0.002533204
10140,98557,MCCLEARY,WA,0.044373749,0.015135135,0.006331223,0.039749994
10140,98587,TAHOLAH,WA,0.000000000,0.000000000,0.039320227,0.002793627
10140,98563,MONTESANO,WA,0.107314264,0.099099099,0.045318227,0.102369848
10180,79508,BUFFALO GAP,TX,0.008048073,0.003521835,0.005249344,0.007541706
10180,79561,TRENT,TX,0.002686287,0.000704367,0.003937008,0.002535982
10180,79563,TYE,TX,0.011629789,0.007043671,0.007217848,0.011071263
10180,79603,ABILENE,TX,0.108206661,0.090863353,0.145341207,0.107646742
10180,79520,HAMLIN,TX,0.012287875,0.013382974,0.008530184,0.012282478
10180,79501,ANSON,TX,0.020918516,0.020627893,0.008530184,0.020533881
10180,79525,HAWLEY,TX,0.018836374,0.003622459,0.002624672,0.016938086
10180,79503,AVOCA,TX,0.001294596,0.000804991,0.000000000,0.001211215
10180,79560,SYLVESTER,TX,0.000086306,0.000100624,0.000000000,0.000085164
10180,79601,ABILENE,TX,0.116265522,0.194807808,0.195538058,0.125937982
10180,79541,OVALO,TX,0.006375886,0.000402495,0.005249344,0.005781660
10180,79604,ABILENE,TX,0.021188223,0.051921916,0.000656168,0.023486218
10180,79567,WINTERS,TX,0.000453109,0.000201248,0.000328084,0.000425818
10180,79608,ABILENE,TX,0.016106934,0.052223787,0.000656168,0.019057713
10180,79553,STAMFORD,TX,0.019062928,0.025357215,0.007545932,0.019322666
10180,79606,ABILENE,TX,0.170379640,0.100925740,0.112532808,0.162179809
10180,79697,ABILENE,TX,0.000000000,0.000100624,0.000000000,0.000009463
10180,79698,ABILENE,TX,0.000000000,0.000100624,0.000000000,0.000009463
10180,79699,ABILENE,TX,0.000000000,0.000100624,0.000000000,0.000009463
10180,76437,CISCO,TX,0.001251443,0.000402495,0.000000000,0.001135514
10180,79530,LAWN,TX,0.003258067,0.000704367,0.002296588,0.002990187
10180,79605,ABILENE,TX,0.150108422,0.147413967,0.174868766,0.150569176
10180,79607,DYESS AFB,TX,0.038050338,0.043872006,0.070209974,0.039525355
10180,79504,BAIRD,TX,0.018555878,0.018615416,0.006233596,0.018206077
10180,79536,MERKEL,TX,0.029603098,0.020225397,0.023622047,0.028548718
10180,79510,CLYDE,TX,0.047856904,0.017206681,0.021981627,0.044228276
10180,79533,LUEDERS,TX,0.001661398,0.000704367,0.000656168,0.001542407
10180,76464,MORAN,TX,0.000237343,0.000000000,0.000000000,0.000208178
10180,76443,CROSS PLAINS,TX,0.010399922,0.004528074,0.006561680,0.009737034
10180,79562,TUSCOLA,TX,0.028858706,0.006138056,0.028215223,0.026703508
10180,79602,ABILENE,TX,0.134821400,0.173073053,0.157808399,0.139081558
10180,76469,PUTNAM,TX,0.000000000,0.000201248,0.000328084,0.000028388
10180,79521,HASKELL,TX,0.000021577,0.000000000,0.000000000,0.000018925
10180,79519,GOLDSBORO,TX,0.000129460,0.000000000,0.000000000,0.000113551
10180,79566,WINGATE,TX,0.001359326,0.000100624,0.003280840,0.001296379
10220,74825,ALLEN,OK,0.048899042,0.014480035,0.003448276,0.044426425
10220,74821,ADA,OK,0.064745054,0.138657306,0.003448276,0.070416524
10220,74843,FITZHUGH,OK,0.006270354,0.002193945,0.001724138,0.005761352
10220,74844,FRANCIS,OK,0.000097215,0.000000000,0.001724138,0.000128030
10220,74831,BYARS,OK,0.002138726,0.000000000,0.000000000,0.001877774
10220,74842,FITTSTOWN,OK,0.000145822,0.000000000,0.001724138,0.000170707
10220,74871,STONEWALL,OK,0.049822583,0.009214568,0.001724138,0.044682485
10220,74865,ROFF,OK,0.025373062,0.008336990,0.005172414,0.023216115
10220,74872,STRATFORD,OK,0.016283478,0.001316367,0.000000000,0.014424718
10220,74820,ADA,OK,0.781849998,0.824484423,0.981034483,0.790926938
10220,74572,TUPELO,OK,0.004374666,0.001316367,0.000000000,0.003968931
10300,49220,ADDISON,MI,0.022730297,0.014055537,0.017615176,0.022066401
10300,49286,TECUMSEH,MI,0.154787777,0.160781625,0.170054201,0.155596419
10300,49247,HUDSON,MI,0.046569388,0.058964690,0.050135501,0.047406390
10300,49238,DEERFIELD,MI,0.013416419,0.008227631,0.006097561,0.012892275
10300,49253,MANITOU BEACH,MI,0.050339291,0.016798080,0.015582656,0.047325560
10300,49230,BROOKLYN,MI,0.032132878,0.016455262,0.007452575,0.030472649
10300,49267,OTTAWA LAKE,MI,0.002860691,0.001371272,0.000000000,0.002687575
10300,49288,WALDRON,MI,0.000554397,0.000000000,0.000000000,0.000505183
10300,49279,SAND CREEK,MI,0.007761565,0.002742544,0.002710027,0.007315052
10300,49233,CEMENT CITY,MI,0.009868275,0.016112444,0.007452575,0.010164286
10300,49265,ONSTED,MI,0.055461924,0.031196435,0.031842818,0.053327136
10300,49289,WESTON,MI,0.000022176,0.000000000,0.000677507,0.000040415
10300,49268,PALMYRA,MI,0.010755311,0.000342818,0.004742547,0.009962212
10300,49287,TIPTON,MI,0.019159977,0.009941721,0.006097561,0.018227009
10300,49248,JASPER,MI,0.008715128,0.004799451,0.001355014,0.008264797
10300,49256,MORENCI,MI,0.037233335,0.048337333,0.050135501,0.038272678
10300,49235,CLAYTON,MI,0.019647847,0.006856359,0.002032520,0.018368460
10300,48176,SALINE,MI,0.000221759,0.000000000,0.000000000,0.000202073
10300,48160,MILAN,MI,0.000044352,0.000000000,0.000000000,0.000040415
10300,49276,RIGA,MI,0.005832261,0.001028454,0.000677507,0.005395356
10300,49221,ADRIAN,MI,0.379540515,0.480287967,0.522357724,0.389738719
10300,49229,BRITTON,MI,0.027941633,0.008570449,0.014227642,0.026390769
10300,49236,CLINTON,MI,0.040360137,0.038738430,0.042005420,0.040313618
10300,49228,BLISSFIELD,MI,0.054042666,0.074391498,0.046747967,0.055024552
10380,00690,SAN ANTONIO,PR,0.029562483,0.022167106,0.006765068,0.028781683
10380,00662,ISABELA,PR,0.196688524,0.211905131,0.167896679,0.197161435
10380,00610,ANASCO,PR,0.100588066,0.086498217,0.049815498,0.098990569
10380,00604,AGUADILLA,PR,0.007253804,0.016431561,0.001230012,0.007708886
10380,00677,RINCON,PR,0.066707131,0.062470935,0.097785978,0.066920866
10380,00603,AGUADILLA,PR,0.184270490,0.174701597,0.373923739,0.186542146
10380,00680,MAYAGUEZ,PR,0.000009950,0.000000000,0.000000000,0.000009210
10380,00602,AGUADA,PR,0.119324570,0.152534491,0.150061501,0.121758031
10380,00676,MOCA,PR,0.096657678,0.074407069,0.046125461,0.094578912
10380,00605,AGUADILLA,PR,0.038278988,0.045419315,0.001845018,0.038157604
10380,00685,SAN SEBASTIAN,PR,0.160658315,0.153464579,0.104551046,0.159390657
10420,44202,AURORA,OH,0.030807874,0.024867538,0.014718965,0.029860339
10420,44241,STREETSBORO,OH,0.026052451,0.021017308,0.019167004,0.025464785
10420,44250,LAKEMORE,OH,0.001764899,0.000000000,0.002668823,0.001664787
10420,44429,LAKE MILTON,OH,0.000069212,0.000000000,0.000000000,0.000061946
10420,44281,WADSWORTH,OH,0.000265312,0.000070646,0.000000000,0.000242620
10420,44396,AKRON,OH,0.000000000,0.000035323,0.000000000,0.000002581
10420,44230,DOYLESTOWN,OH,0.000008651,0.000000000,0.000000000,0.000007743
10420,44601,ALLIANCE,OH,0.000028838,0.000000000,0.000000000,0.000025811
10420,44265,RANDOLPH,OH,0.000089398,0.000000000,0.000080873,0.000082594
10420,44141,BRECKSVILLE,OH,0.000579648,0.000105970,0.000000000,0.000526537
10420,44222,CUYAHOGA FALLS,OH,0.001597638,0.003567644,0.000161747,0.001695760
10420,44264,PENINSULA,OH,0.004452622,0.005475097,0.003801051,0.004506539
10420,44278,TALLMADGE,OH,0.025423778,0.029388909,0.014880712,0.025377029
10420,44301,AKRON,OH,0.019673436,0.014588485,0.011645774,0.019045677
10420,44305,AKRON,OH,0.030098454,0.020416814,0.022159321,0.029137640
10420,44314,AKRON,OH,0.024968134,0.014694454,0.017145168,0.023967768
10420,44333,AKRON,OH,0.023990518,0.063829036,0.034290336,0.027230234
10420,44236,HUDSON,OH,0.031984474,0.055775344,0.028143955,0.033600301
10420,44234,HIRAM,OH,0.002964569,0.000883080,0.003315811,0.002823685
10420,44306,AKRON,OH,0.030467583,0.027092900,0.030489284,0.030221688
10420,44311,AKRON,OH,0.010358690,0.024478983,0.027416094,0.011934844
10420,44260,MOGADORE,OH,0.015307329,0.008583539,0.004933279,0.014484936
10420,44288,WINDHAM,OH,0.004648722,0.002649241,0.006793368,0.004571066
10420,44231,GARRETTSVILLE,OH,0.009940536,0.006676086,0.005095026,0.009547359
10420,44240,KENT,OH,0.059989272,0.051465913,0.078447230,0.059955554
10420,44328,AKRON,OH,0.000000000,0.000035323,0.000000000,0.000002581
10420,44470,SOUTHINGTON,OH,0.000020187,0.000000000,0.000000000,0.000018067
10420,44237,HUDSON,OH,0.000000000,0.000070646,0.000000000,0.000005162
10420,44645,MARSHALLVILLE,OH,0.000028838,0.000000000,0.000000000,0.000025811
10420,44412,DIAMOND,OH,0.002641581,0.000635818,0.000323494,0.002421039
10420,44243,KENT,OH,0.000213403,0.002331332,0.000161747,0.000366511
10420,44449,NORTH BENTON,OH,0.000986267,0.000247262,0.000000000,0.000900792
10420,44632,HARTVILLE,OH,0.000778632,0.000353232,0.000161747,0.000727860
10420,44325,AKRON,OH,0.000017303,0.002154716,0.000000000,0.000172931
10420,44232,GREEN,OH,0.001225624,0.004380078,0.000161747,0.001422167
10420,44334,FAIRLAWN,OH,0.002445481,0.009184034,0.000161747,0.002864982
10420,44312,AKRON,OH,0.047386969,0.040374426,0.023776789,0.046121047
10420,44320,AKRON,OH,0.029368847,0.021299894,0.019167004,0.028453658
10420,44304,AKRON,OH,0.005580196,0.010490993,0.013829357,0.006202299
10420,44285,WAYLAND,OH,0.000028838,0.000000000,0.000080873,0.000028392
10420,44255,MANTUA,OH,0.010214499,0.004945249,0.007844723,0.009753844
10420,44067,NORTHFIELD,OH,0.028460443,0.020063582,0.027011727,0.027800649
10420,44720,NORTH CANTON,OH,0.004766958,0.009254680,0.004043672,0.005071792
10420,44056,MACEDONIA,OH,0.015687993,0.019816319,0.007035989,0.015713522
10420,44326,AKRON,OH,0.000000000,0.000035323,0.000000000,0.000002581
10420,44256,MEDINA,OH,0.000060560,0.000000000,0.000000000,0.000054202
10420,44315,AKRON,OH,0.000000000,0.000035323,0.000000000,0.000002581
10420,44614,CANAL FULTON,OH,0.000224938,0.000211939,0.000000000,0.000216809
10420,44303,AKRON,OH,0.011725622,0.009113387,0.024828144,0.011952911
10420,44310,AKRON,OH,0.033019766,0.036453550,0.029276183,0.033151196
10420,44321,AKRON,OH,0.022064125,0.015259626,0.024181156,0.021634485
10420,44319,AKRON,OH,0.033437920,0.035641116,0.022806308,0.033259601
10420,44308,AKRON,OH,0.002454133,0.040162487,0.012050142,0.005515735
10420,44307,AKRON,OH,0.011261326,0.006252208,0.005984634,0.010726905
10420,44210,BATH,OH,0.002379153,0.007170611,0.000161747,0.002658497
10420,44201,ATWATER,OH,0.007823810,0.001306959,0.000808734,0.007123739
10420,44216,CLINTON,OH,0.010600931,0.002154716,0.001374848,0.009689317
10420,44087,TWINSBURG,OH,0.029665880,0.047509714,0.040679337,0.031321221
10420,44262,MUNROE FALLS,OH,0.006419389,0.003885553,0.004448039,0.006171326
10420,44302,AKRON,OH,0.009574290,0.008053691,0.019167004,0.009769330
10420,44223,CUYAHOGA FALLS,OH,0.027090627,0.025574002,0.019167004,0.026726926
10420,44317,AKRON,OH,0.000000000,0.000070646,0.000000000,0.000005162
10420,44211,BRADY LAKE,OH,0.000000000,0.000000000,0.000080873,0.000002581
10420,44242,KENT,OH,0.000000000,0.000000000,0.000161747,0.000005162
10420,44224,STOW,OH,0.055643352,0.043836100,0.063566518,0.055033464
10420,44203,BARBERTON,OH,0.054187022,0.045001766,0.044318641,0.053200908
10420,44316,AKRON,OH,0.000000000,0.000105970,0.000080873,0.000010324
10420,44491,WEST FARMINGTON,OH,0.000057676,0.000035323,0.000000000,0.000054202
10420,44444,NEWTON FALLS,OH,0.001095852,0.000000000,0.000161747,0.000985967
10420,44685,UNIONTOWN,OH,0.020702961,0.016778523,0.021754953,0.020449776
10420,44286,RICHFIELD,OH,0.009222464,0.016178029,0.009300445,0.009733195
10420,44272,ROOTSTOWN,OH,0.006889452,0.004733310,0.002426203,0.006589458
10420,44309,AKRON,OH,0.005234138,0.010243730,0.000161747,0.005438304
10420,44221,CUYAHOGA FALLS,OH,0.043591858,0.035146591,0.058309745,0.043444483
10420,44313,AKRON,OH,0.040038989,0.026386436,0.124140720,0.041725493
10420,44266,RAVENNA,OH,0.046905370,0.040551042,0.041164577,0.046257843
10420,44411,DEERFIELD,OH,0.003244300,0.000812434,0.000323494,0.002973387
10460,88354,WEED,NM,0.001514145,0.000877578,0.000863931,0.001414014
10460,88337,LA LUZ,NM,0.053579493,0.029398859,0.024406048,0.049310949
10460,88317,CLOUDCROFT,NM,0.036658255,0.005704256,0.236285097,0.055819904
10460,88339,MAYHILL,NM,0.014796122,0.006143045,0.007343413,0.013579028
10460,88325,HIGH ROLLS MOUNTAIN PARK,NM,0.000000000,0.000438789,0.130021598,0.013534138
10460,88081,CHAPARRAL,NM,0.112684287,0.011847301,0.051187905,0.101135700
10460,88310,ALAMOGORDO,NM,0.506548014,0.703817464,0.172138229,0.481887148
10460,88330,HOLLOMAN AIR FORCE BASE,NM,0.052968522,0.017990347,0.183369330,0.064730439
10460,88352,TULAROSA,NM,0.072068004,0.054409829,0.010367171,0.064752884
10460,88350,TIMBERON,NM,0.021569930,0.004826678,0.022894168,0.020851102
10460,88340,MESCALERO,NM,0.041227255,0.026327337,0.067170626,0.043161108
10460,88349,SUNSPOT,NM,0.000000000,0.000438789,0.001079914,0.000134668
10460,88311,ALAMOGORDO,NM,0.077247974,0.131197894,0.087904968,0.081115051
10460,88342,OROGRANDE,NM,0.000000000,0.000438789,0.000215983,0.000044889
10460,88314,BENT,NM,0.003054855,0.000438789,0.000647948,0.002670916
10460,88344,PINON,NM,0.000664099,0.000877578,0.000000000,0.000606006
10460,88347,SACRAMENTO,NM,0.005419046,0.004826678,0.004103672,0.005252054
10480,81133,FORT GARLAND,CO,0.059994811,0.009823183,0.058432935,0.056955029
10480,81102,ALAMOSA,CO,0.000000000,0.000982318,0.000000000,0.000058177
10480,81141,MANASSA,CO,0.032624205,0.002946955,0.001328021,0.029495608
10480,81151,SANFORD,CO,0.047347256,0.001964637,0.013280212,0.043167142
10480,81129,CONEJOS,CO,0.001556622,0.000000000,0.001328021,0.001454419
10480,81140,LA JARA,CO,0.067777922,0.024557957,0.023904382,0.063296294
10480,81138,JAROSO,CO,0.001751200,0.000000000,0.002656042,0.001687125
10480,81144,MONTE VISTA,CO,0.004669866,0.001964637,0.000000000,0.004305079
10480,81136,HOOPER,CO,0.006615644,0.002946955,0.002656042,0.006224911
10480,81126,CHAMA,CO,0.004929303,0.000000000,0.001328021,0.004479609
10480,81146,MOSCA,CO,0.024387080,0.016699411,0.006640106,0.023154343
10480,81101,ALAMOSA,CO,0.573096381,0.912573674,0.823373174,0.604165455
10480,81125,CENTER,CO,0.000518874,0.002946955,0.000000000,0.000639944
10480,81123,BLANCA,CO,0.023997925,0.003929273,0.009296149,0.022165338
10480,81152,SAN LUIS,CO,0.042612531,0.001964637,0.007968127,0.038687533
10480,81120,ANTONITO,CO,0.093527046,0.016699411,0.043824701,0.086799697
10480,81124,CAPULIN,CO,0.006810222,0.000000000,0.001328021,0.006166735
10480,81148,ROMEO,CO,0.007783111,0.000000000,0.002656042,0.007097562
10500,31721,ALBANY,GA,0.119208695,0.023581267,0.104648143,0.109276658
10500,31763,LEESBURG,GA,0.163231164,0.085509642,0.089716957,0.150344087
10500,31708,ALBANY,GA,0.011075833,0.052341598,0.000259673,0.014026980
10500,31782,PUTNEY,GA,0.000000000,0.000000000,0.000129836,0.000010135
10500,31824,PRESTON,GA,0.000024423,0.000110193,0.000000000,0.000030405
10500,39877,PARROTT,GA,0.001904995,0.000661157,0.000000000,0.001641886
10500,31744,DOERUN,GA,0.006789596,0.001542700,0.000000000,0.005777008
10500,31701,ALBANY,GA,0.128831359,0.288154270,0.286548948,0.155796771
10500,31771,NORMAN PARK,GA,0.000854805,0.000220386,0.000000000,0.000729727
10500,39842,DAWSON,GA,0.051923312,0.046060606,0.014931187,0.048496458
10500,31702,ALBANY,GA,0.015130053,0.042534435,0.000259673,0.016489809
10500,31795,TY TY,GA,0.004664794,0.001322314,0.001038691,0.004074311
10500,31743,DE SOTO,GA,0.000915863,0.000110193,0.000259673,0.000790538
10500,31707,ALBANY,GA,0.151068507,0.219063361,0.209426123,0.161877831
10500,39862,LEARY,GA,0.000061058,0.000000000,0.000000000,0.000050676
10500,31714,ASHBURN,GA,0.001221150,0.000440771,0.000000000,0.001054050
10500,39886,SHELLMAN,GA,0.000439614,0.000110193,0.000000000,0.000374999
10500,31704,ALBANY,GA,0.000000000,0.000220386,0.092183848,0.007216192
10500,31764,LESLIE,GA,0.000464037,0.000000000,0.000519346,0.000425674
10500,31768,MOULTRIE,GA,0.000280865,0.000000000,0.000259673,0.000253378
10500,31772,OAKFIELD,GA,0.003480278,0.001652893,0.000649182,0.003091206
10500,31705,ALBANY,GA,0.182427647,0.121652893,0.163074526,0.175327110
10500,39885,SASSER,GA,0.000000000,0.000110193,0.000000000,0.000010135
10500,31791,SYLVESTER,GA,0.074783246,0.062699725,0.030381719,0.070205844
10500,31787,SMITHVILLE,GA,0.008645744,0.000991736,0.003116074,0.007510110
10500,31781,POULAN,GA,0.011026987,0.004297521,0.000519346,0.009587805
10500,39826,BRONWOOD,GA,0.003504701,0.000440771,0.000389509,0.002979720
10500,31712,ARABI,GA,0.000219807,0.000000000,0.000000000,0.000182432
10500,31706,ALBANY,GA,0.017572353,0.029752066,0.000259673,0.017341158
10500,31775,OMEGA,GA,0.001575284,0.000110193,0.000000000,0.001317563
10500,31789,SUMNER,GA,0.010477470,0.002093664,0.000519346,0.008929024
10500,31796,WARWICK,GA,0.010245451,0.003636364,0.000649182,0.008888483
10500,31703,ALBANY,GA,0.017950910,0.010578512,0.000259673,0.015891838
10540,97335,CRABTREE,OR,0.001415838,0.000000000,0.000529661,0.001300960
10540,97352,JEFFERSON,OR,0.000611385,0.000000000,0.000529661,0.000570084
10540,97446,HARRISBURG,OR,0.034688033,0.013275349,0.031779661,0.033240268
10540,97322,ALBANY,OR,0.274559964,0.218356603,0.420550847,0.274999635
10540,97348,HALSEY,OR,0.017553174,0.009155413,0.006355932,0.016707839
10540,97321,ALBANY,OR,0.161212472,0.357518883,0.214512712,0.175220359
10540,97346,GATES,OR,0.002332915,0.000457771,0.000000000,0.002148777
10540,97333,CORVALLIS,OR,0.010168292,0.014419776,0.006885593,0.010349213
10540,97350,IDANHA,OR,0.001238858,0.001144427,0.000529661,0.001213255
10540,97383,STAYTON,OR,0.005502462,0.002517739,0.000000000,0.005159989
10540,97336,CRAWFORDSVILLE,OR,0.000949255,0.000000000,0.000529661,0.000877052
10540,97389,TANGENT,OR,0.013241304,0.031586175,0.014830508,0.014456739
10540,97374,SCIO,OR,0.051082794,0.029983978,0.009533898,0.048588677
10540,97358,LYONS,OR,0.014335361,0.013046464,0.006355932,0.014032831
10540,97377,SHEDD,OR,0.006870032,0.005035477,0.000000000,0.006563272
10540,97360,MILL CITY,OR,0.014801944,0.001602197,0.004766949,0.013682010
10540,97386,SWEET HOME,OR,0.105640828,0.075532158,0.073093220,0.102819722
10540,97355,LEBANON,OR,0.254834765,0.217898833,0.196504237,0.250866089
10540,97345,FOSTER,OR,0.004408405,0.001373312,0.000529661,0.004107527
10540,97329,CASCADIA,OR,0.001061879,0.000228885,0.000000000,0.000979375
10540,97759,SISTERS,OR,0.000273514,0.000457771,0.000000000,0.000277733
10540,97327,BROWNSVILLE,OR,0.023216527,0.006408789,0.012182203,0.021838593
10580,12223,ALBANY,NY,0.000000000,0.000884199,0.000449758,0.000082043
10580,12067,FEURA BUSH,NY,0.001384845,0.000442100,0.000524718,0.001277533
10580,12187,WARNERVILLE,NY,0.000649215,0.000000000,0.000712117,0.000609465
10580,12020,BALLSTON SPA,NY,0.038184058,0.031389077,0.021438477,0.036860940
10580,12122,MIDDLEBURGH,NY,0.004599902,0.001473666,0.007308572,0.004533876
10580,12144,RENSSELAER,NY,0.024617007,0.020601845,0.026948015,0.024472383
10580,12150,ROTTERDAM JUNCTION,NY,0.000808750,0.000117893,0.000299839,0.000736437
10580,12151,ROUND LAKE,NY,0.001127818,0.001768399,0.000374799,0.001131027
10580,12065,CLIFTON PARK,NY,0.050162415,0.071354888,0.022150594,0.050107047
10580,12090,HOOSICK FALLS,NY,0.006197459,0.004980990,0.006933773,0.006155211
10580,12092,HOWES CAVE,NY,0.001256332,0.000412626,0.001124396,0.001193537
10580,12182,TROY,NY,0.016790970,0.010404079,0.018327649,0.016447754
10580,12052,CROPSEYVILLE,NY,0.001548811,0.000117893,0.000862037,0.001418179
10580,12306,SCHENECTADY,NY,0.029256792,0.016917681,0.014767063,0.027683797
10580,12220,ALBANY,NY,0.000992657,0.001650505,0.000074960,0.000988428
10580,12201,ALBANY,NY,0.002991266,0.012614578,0.000074960,0.003477079
10580,12831,GANSEVOORT,NY,0.017431323,0.006395709,0.005846857,0.016096139
10580,12822,CORINTH,NY,0.006955246,0.003183118,0.004610022,0.006583008
10580,12154,SCHAGHTICOKE,NY,0.001994177,0.001562086,0.000337319,0.001879185
10580,12149,RICHMONDVILLE,NY,0.002253420,0.000736833,0.001911473,0.002135083
10580,12140,POESTENKILL,NY,0.001471259,0.000176840,0.000787077,0.001349810
10580,12074,GALWAY,NY,0.002964676,0.000825253,0.000487238,0.002693759
10580,12055,DORMANSVILLE,NY,0.000000000,0.000000000,0.000037480,0.000001953
10580,12237,ALBANY,NY,0.000000000,0.000029473,0.000037480,0.000003907
10580,12234,ALBANY,NY,0.000000000,0.000029473,0.000000000,0.000001953
10580,12036,CHARLOTTEVILLE,NY,0.000206065,0.000058947,0.000187399,0.000195341
10580,12226,ALBANY,NY,0.000000000,0.000648413,0.000112440,0.000048835
10580,12085,GUILDERLAND CENTER,NY,0.000381109,0.000265260,0.000149919,0.000361382
10580,12025,BROADALBIN,NY,0.000704609,0.000088420,0.000149919,0.000634860
10580,12120,MEDUSA,NY,0.000666941,0.000206313,0.000262359,0.000615326
10580,12059,EAST BERNE,NY,0.001759307,0.000353680,0.000449758,0.001597893
10580,12828,FORT EDWARD,NY,0.004305207,0.002092605,0.000862037,0.003979106
10580,12185,VALLEY FALLS,NY,0.001621931,0.000530520,0.000712117,0.001502176
10580,12194,WEST FULTON,NY,0.000268106,0.000117893,0.000112440,0.000250037
10580,12196,WEST SAND LAKE,NY,0.003822173,0.003743111,0.002061392,0.003725162
10580,12047,COHOES,NY,0.027723492,0.016505055,0.035830741,0.027402505
10580,12309,SCHENECTADY,NY,0.030377963,0.016681895,0.015366740,0.028687852
10580,12304,SCHENECTADY,NY,0.021935947,0.019216599,0.020164162,0.021663372
10580,12305,SCHENECTADY,NY,0.008377759,0.022252350,0.023200030,0.010069854
10580,12303,SCHENECTADY,NY,0.030329216,0.019717646,0.015291781,0.028842172
10580,12202,ALBANY,NY,0.011577305,0.010934599,0.036430419,0.012830029
10580,12803,SOUTH GLENS FALLS,NY,0.010941384,0.008783047,0.010007121,0.010749643
10580,12157,SCHOHARIE,NY,0.004207713,0.001827345,0.002248791,0.003947852
10580,12121,MELROSE,NY,0.001699482,0.000618940,0.000112440,0.001545151
10580,12086,HAGAMAN,NY,0.000301342,0.000147367,0.000074960,0.000279338
10580,12189,WATERVLIET,NY,0.021078451,0.012997731,0.027135415,0.020858565
10580,12043,COBLESKILL,NY,0.008089711,0.012526158,0.017727971,0.008886085
10580,12061,EAST GREENBUSH,NY,0.010456135,0.011700905,0.013267869,0.010685180
10580,12023,BERNE,NY,0.002217968,0.000677886,0.000337319,0.002017878
