year,operator_id,HHA Name,rpt_rec_num,Provider CCN,Street Address,City,State Code,Zip Code,cbsa_cd,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,HHA-based Hospice Provider CCN,"Total, Medicare Title XVIII Visits","Total, Medicaid Title XIX Visits","Total, Other Visits","Total, Total Visits",Total Episodes-Total Visits,Total Episodes-Total Charges,Total Cost,Total HHA Medicare Program Visits,Total HHA Medicare Program Cost,Gross Patient Revenues Title XVIII Medicare,Gross Patient Revenues Title XIX Medicaid,Gross Patient Revenues Other,Gross Patient Revenues Total,Less: Allowances and discounts on patients' accounts Title XVIII Medicare,Less: Allowances and discounts on patients' accounts Title XIX Medicaid,Less: Allowances and discounts on patients' accounts Other,Less: Allowances and discounts on patients' accounts Total,Net Patient Revenues (line 1 minus line 2) XVIII Medicare,Net Patient Revenues (line 1 minus line 2) XIX Medicaid,Net Patient Revenues (line 1 minus line 2) Other,Net Patient Revenues (line 1 minus line 2) Total,Less Total Operating Expenses (sum of lines 4 through 16),Net Income from service to patients (line 3 minus line 17),Total Other Income (sum of lines 19 through 31),Net Income or Loss for the period (line 18 plus line 32),Total PPS Payment - full episodes/periods without outliers,Total PPS Payment - full episodes/periods with outliers,Total PPS Payment - LUPA episodes/periods,Total PPS Payment - PEP episodes/periods,Total PPS Outlier Payment - full episodes/periods with outliers,Total PPS Outlier Payment - PEP episodes/periods,Allowable Bad Debts,Adjusted Reimbursable Bad Debts,Total Current Assets,Total Fixed Assets,Total Assets,Total Current Liabilities,Total Long Term Liabilities,Total Liabilities,Fund Balance,Total Liabilities and Fund Balances,Total Hospice Days Title XVIII Medicare,Total Hospice Days Title XIX Medicaid,Total Hospice Days Title Other,Total Hospice Days Total,Total Hospice Expenses
2021,5659,1 & 1 HOME HEALTH  INC.,533203,59574,1075 YORBA PLACE STE # 102,PLACENTIA,CA,92870-3113,31080,5,01/01/2021,12/31/2021,,814,,8,822,814,151778,345829,814,342766,230621,,,230621,,,,,230621,,,230621,356773,-126152,,-126152,213125,10121,1317,697,5361,,,,319578,628,466806,278149,,278149,188657,466806,,,,,
2021,2716,ACTIVE PLUS HOME HEALTH,533204,59585,16600 SHERMAN WAY STE 166,VAN NUYS,CA,91411,31080,5,01/01/2021,12/31/2021,,19894,,,19894,19118,2741950,3130421,19118,3011807,4340180,63586,,4403766,,,,,4340180,63586,,4403766,3806971,596795,8,596803,4075650,152518,21003,9684,176517,,,,78219,,128229,,,,128229,128229,,,,,
2021,5580,COASTAL LIVING HOME HEALTH LLC,533205,59589,200 S 13TH ST STE 211,GROVER BEACH,CA,93433,42020,5,01/01/2021,12/31/2021,,12294,267,1236,13797,12614,4615557,2821270,12614,2560861,3439511,97554,852694,4389759,237629,11262,574947,823838,3201882,86292,277747,3565921,3226063,339858,-141477,198381,2948553,241936,54035,,,,,,34944825,283151340,318729118,27349351,149792466,177141817,141587301,318729118,,,,,
2021,3193,FAMILY HERITAGE HOME HEALTH,533206,59657,1126 W FOOTHILL BLVD STE # 225,UPLAND,CA,91786-3768,40140,5,01/01/2021,12/31/2021,,1594,,150,1744,1594,240803,402226,1594,356679,281944,,80648,362592,,,,,281944,,80648,362592,403939,-41347,,-41347,256776,4561,1741,,18866,,,,8586,,8586,,,,8586,8586,,,,,
2021,5662,CUSTOMCARE HOME HEALTH SERVICES  INC,533207,59666,8837 ELK GROVE BLVD.  SUITE A,ELK GROVE,CA,95624,40900,5,01/01/2021,12/31/2021,,1608,17,1264,2889,1569,330556,834307,1569,459365,451786,,920481,1372267,,,57943,57943,451786,,862538,1314324,877842,436482,22551,459033,436294,12404,1846,,2414,,,,387551,8206,395757,83845,96072,179917,215840,395757,,,,,
2021,2965,LA GUARDIAN HEALTH CARE  INC,533208,59690,6501 FOOTHILL BLVD STE 203,TUJUNGA,CA,91042,31080,5,01/01/2021,12/31/2021,,3413,,,3413,3378,473500,601094,3378,586975,784844,,,784844,,,,,784844,,,784844,654970,129874,,129874,827363,31253,2432,1003,33933,,,,356726,,356726,13201,213651,226852,129874,356726,,,,,
2021,4772,IN HOME CARE GROUP  LLC,533209,59720,6830 VIA DEL ORO  SUITE 106A,SAN JOSE,CA,95119,41940,5,01/01/2021,12/31/2021,,1171,,334,1505,1171,292880,349501,1171,241811,377514,,64341,441855,,,,,377514,,64341,441855,381691,60164,2,60166,337844,32236,,2069,9547,,,,83768,1537,85305,28410,1200,29610,55695,85305,,,,,
2021,6514,APPLIED HEALTHCARE SOLUTIONS INC,533210,59731,2865 SUNRISE BLVD SUITE 104,RANCHO CORDOVA,CA,95742,40900,5,01/01/2021,12/31/2021,,6275,60,947,7282,5990,1281450,1717845,5990,1395978,2348152,43186,23121,2414459,242133,,,242133,2106019,43186,23121,2172326,1641060,531266,176504,707770,1371058,167696,15472,10108,32943,1739,,,1082655,85813,1588889,77732,711978,789710,799179,1588889,,,,,
2021,3578,DFIRST HOME CARE INC.,533211,107705,13060 S.W. 133 COURT,MIAMI,FL,33186,33100,5,01/01/2021,12/31/2021,,1806,,,1806,1806,268800,1163732,1806,1163726,1343592,,,1343592,2334,,,2334,1341258,,,1341258,1166735,174523,,174523,42546,14860,,,3167,,,,202356,,202356,,,,202356,202356,,,,,
2021,3833,HOME CARE PROFESSIONALS LLC,533212,109396,7401 WILES SOAD,CORAL SPRINGS,FL,33067,33100,5,01/01/2021,12/31/2021,,1296,,12374,13670,355,50280,773710,355,17805,783211,,,783211,,,,,783211,,,783211,773710,9501,,9501,153945,19365,3748,1712,8283,2054,,,156352,10018,166370,163840,,163840,2530,166370,,,,,
2021,7467,ADVANCED HOME HEALTH AND HOSPICE,533213,137116,2110 NIAGRA STREET,IDAHO FALLS,ID,83404,26820,4,01/01/2021,12/31/2021,,19536,,13528,33064,20885,4643082,8460461,20885,3076759,3307813,1325965,4817099,9450877,882160,176719,,1058879,2425653,1149246,4817099,8391998,8598845,-206847,1067681,860834,2730722,205279,39791,8041,197073,,,,1952258,50951,2141512,340227,,340227,1801285,2141512,,,,,
2021,2734,LOVING HOME HEALTH CARE CORPORATION,533214,147651,625 PLAINFIELD RD  STE 142,WILLOWBROOK,IL,60527,16980,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10545,GOODHOPE HEALTHCARE AND HHA SERV,533215,148288,3631 MUNICIPAL DRIVE,MCHENRY,IL,60050,16980,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4483,CENTRUS PREMIER HOME CARE  INC.,533216,227251,225 WATER ST  STE C101,PLYMOUTH,MA,02360-2809,14460,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7690,LOVE AND MERCY HOME HEALTHCARE  LLC,533217,227623,30 EASTBROOK ROAD  UNIT 403,DEDHAM,MA,02026-2086,14460,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10546,CRYSTAL HOME HLTH DETROIT,533218,237464,15819 SCHOOLCRAFT ST,DETROIT,MI,48227-1749,19820,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7100,BASSAY HOME CARE  INC.,533219,237646,12701 TELEGRAPH RD  SUITE 206,TAYLOR,MI,48180-6851,19820,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4837,OPTIMUM PLUS HOME CARE  LLC,533220,237652,29610 SOUTHFIELD RD.STE 260,SOUTHFIELD,MI,48076,19820,5,01/01/2021,12/31/2021,,1289,,,1289,1289,249150,767559,1289,767561,814241,,,814241,,,,,814241,,,814241,767559,46682,,46682,198807,23847,,,,,,,123302,14649,137951,286594,,286594,-148643,137951,,,,,
2021,5415,EXCELLENT HOME CARE INC,533221,237711,30925 FORD RD,GARDEN CITY,MI,48135,19820,5,01/01/2021,12/31/2021,,1307,,1311,2618,1310,276350,495235,1310,243188,215704,,208157,423861,,,,,215704,,208157,423861,493762,-69901,105107,35206,220635,12002,7442,,2560,,,,194233,11169,205402,21750,181727,203477,1925,205402,,,,,
2021,6768,COMMUNITY FIRST HOMECARE LLC,533222,239099,5777W  MAPLE RD  STE 175,WEST BLOOMFIELD,MI,48322,19820,5,01/01/2021,12/31/2021,,5351,,,5351,5498,1288030,1340937,5498,1367737,1288030,,,1288030,80000,,,80000,1208030,,,1208030,1340937,-132907,,-132907,1187732,,,,,,,,359284,,399284,42884,798079,840963,-441679,399284,,,,,
2021,10547,CORPORE SANO HOME HEALTH,533223,239254,30475 ANN ARBOR ROAD,PLYMOUTH,MI,48170,19820,5,01/01/2021,12/31/2021,,10111,,65,10176,5241,1572000,1729447,5241,889171,1881311,,430841,2312152,,,,,1881311,,430841,2312152,1634360,677792,,677792,1356566,7838,9325,7850,1462,,,,3445757,442841,3888598,192485,395122,587607,3300991,3888598,,,,,
2021,10548,AMERICAN ADVANTAGE HOME CARE  INC,533224,239295,2040 MONROE STREET  SUITE 208,DEARBORN,MI,48126,19820,5,01/01/2021,12/31/2021,,1634,100,6640,8374,1767,376160,1201500,1767,250041,366033,13587,902164,1281784,,,1410,1410,366033,13587,900754,1280374,1257252,23122,51807,74929,341136,9959,6410,12233,1353,,,,-1567,25304,33737,,75310,75310,-41573,33737,,,,,
2021,8345,FAIRVIEW HOME CARE AND HOSPICE,533225,247078,2450 26TH AVENUE SOUTH,MINNEAPOLIS,MN,55406,33460,6,01/01/2021,12/31/2021,241514,56385,3636,46575,106596,55915,13091097,42628279,55915,24282703,56725619,5946443,11983930,74655992,8123988,112567,2433224,10669779,48601631,5833876,9550706,63986213,64652490,-666277,6071,-660206,11831853,675942,206414,41800,155985,21,,,208416661,48756820,2030248401,368066044,1378644521,1746710565,283537836,2030248401,80657,1273,6658,88588,16670692
2021,6776,INTREPID OF THE TWIN CITIES  INC.,533226,247093,2277 HIGHWAY 36 WEST,ROSEVILLE,MN,55113,33460,5,01/01/2021,12/31/2021,,2381,2,2705,5088,2472,420560,1145335,2472,589709,1143650,6679,557,1150886,-2749,7266,9927,14444,1146399,-587,-9370,1136442,1167189,-30747,,-30747,539960,28290,9032,7161,3307,81,,,8533469,229,25613511,1609581,25377651,26987232,-1373721,25613511,,,,,
2021,6979,INTREPID OF GOLDEN VALLEY  INC.,533227,247154,7300 METRO BLVD,EDINA,MN,55439,33460,5,01/01/2021,12/31/2021,,7574,121,5374,13069,7571,1326075,3150860,7571,1827104,2622344,69740,346680,3038764,-2697,48166,69623,115092,2625041,21574,277057,2923672,2787073,136599,,136599,1748774,50886,33163,6993,8904,,,,17271521,9826,113243898,3943437,110862362,114805799,-1561901,113243898,,,,,
2021,6389,HEALTH & CARE PROFESSIONAL NETWORK,533228,297135,4850 W. FLAMINGO RD; SUITE 25,LAS VEGAS,NV,89103,29820,5,01/01/2021,12/31/2021,,8792,224,2217,11233,8792,1342148,2799523,8792,2254471,1902025,4809,701714,2608548,,,,,1902025,4809,701714,2608548,2870737,-262189,400000,137811,1690985,66300,5113,1090,168062,,,,51255,161600,704269,1031291,,1031291,-327022,704269,,,,,
2021,10549,SUMMERLIN HEALTHCARE  INC.,533229,297149,6655 WEST SAHARA AVE  STE D202,LAS VEGAS,NV,89146-2805,29820,5,01/01/2021,12/31/2021,291520,8387,155,5303,13845,7286,1435600,1539560,7286,799468,6680862,356232,1036970,8074064,,13605,357191,370796,6680862,342627,679779,7703268,6352181,1351087,156,1351243,1902644,49878,18618,10973,10971,,,,1021055,307499,6418737,262805,290214,553019,5865718,6418737,30652,2026,697,33375,2478947
2021,6899,ADVENT HOME HEALTH,533230,297155,700 E. SIVERADO RANCH BLVD # 150,LAS VEGAS,NV,89183,29820,5,01/01/2021,12/31/2021,,3937,,35906,39843,6082,911547,6994535,6082,1197467,1668747,,4978025,6646772,,,,,1668747,,4978025,6646772,6994535,-347763,528075,180312,1208445,196600,10504,4454,43228,,,,-30618,,4382,106947,305302,412249,-407867,4382,,,,,
2021,4492,HEALTHLINE OF SOUTHERN NEVADA  LLC,533231,297197,215 EAST WARM SPRINGS RD STE 106,LAS VEGAS,NV,89119,29820,5,01/01/2021,12/31/2021,,4464,,,4464,4465,590225,899929,4465,900200,908369,,,908369,25876,,,25876,882493,,,882493,980078,-97585,244422,146837,835627,67723,2206,121,16032,,,,,925,2781,338041,,338041,-335260,2781,,,,,
2021,6860,ALTA CARE HOME HEALTH  INC.,533232,297210,6280 S VALLEY VIEW BLVD STE 120,LAS VEGAS,NV,89118,29820,5,01/01/2021,12/31/2021,,5418,211,4535,10164,5419,1716775,4169654,5419,2030667,1024128,93600,12748219,13865947,,,9584298,9584298,1024128,93600,3163921,4281649,4339881,-58232,100000,41768,648402,111695,3259,7521,74537,505,,,841755,10154,1145709,83976,509269,593245,552464,1145709,,,,,
2021,10550,VNA OF NORTHERN NEW JERSEY  INC.,533233,317002,175 SOUTH STREET,MORRISTOWN,NJ,7960,,2,01/01/2021,12/31/2021,311543,34574,79,24900,59553,33219,7103771,11496655,33219,6376428,12528931,893771,4975273,18397975,627490,363090,2446565,3437145,11901441,530681,2528708,14960830,16386491,-1425661,2112397,686736,7657199,303278,258513,27081,374409,2432,,,7027503,10800862,17828365,-14965202,4751826,-10213376,28041741,17828365,15653,2,561,16216,1975748
2021,6670,UR MEDICINE HOME CARE  CERTIFIED SER,533234,337010,2180 EMPIRE BLVD.,WEBSTER,NY,14580,40380,2,01/01/2021,12/31/2021,331550,43495,4206,133702,181403,43205,8496199,31008932,43205,7359546,18305617,2268553,24950867,45525037,259435,148631,5019626,5427692,18046182,2119922,19931241,40097345,46332298,-6234953,4034931,-2200022,8138795,445186,225087,35985,106909,199,,,9151307,1447425,29553861,10675879,41094047,51769926,-22216065,29553861,50837,756,5860,57453,8929967
2021,5863,HCR,533235,337083,85 METRO PARK,ROCHESTER,NY,14623,40380,5,01/01/2021,12/31/2021,,9492,392,8981,18865,9384,1859315,2972863,9384,1536327,17600114,5232141,27256025,50088280,,,,,17600114,5232141,27256025,50088280,53717055,-3628775,6495432,2866657,1955219,17980,24847,6201,,,,,8987456,468303,14249185,8811715,4187672,12999387,1249798,14249185,,,,,
2021,10551,THE VALLEY VIEW CERTIFIED HHA,533236,337150,2 GLENMERE COVE ROAD,GOSHEN,NY,10924,28880,12,01/01/2021,12/31/2021,,1831,,,1831,1690,250732,428828,1690,157521,257955,,,257955,,,,,257955,,,257955,-64085299,64343254,45930985,110274239,317230,6506,2301,5494,505,,,,57109728,11011501,133083819,5749092,286146037,291895129,-158811310,133083819,,,,,
2021,6785,HCR  INC.,533237,337257,85 METRO PARK,ROCHESTER,NY,14623,40380,5,01/01/2021,12/31/2021,,26094,1929,75291,103314,25731,4298816,15216184,25731,3886006,17600114,5232141,27256025,50088280,,,,,17600114,5232141,27256025,50088280,53717055,-3628775,6495432,2866657,5124504,208013,115788,28656,,,,,8987456,468303,14249185,8811715,4187672,12999387,1249798,14249185,,,,,
2021,6398,OSWEGO HEALTH HOME CARE  LLC,533238,337284,510 SOUTH 4TH STREET,FULTON,NY,13069,45060,5,01/01/2021,12/31/2021,,7779,1497,18012,27288,7698,1935412,4082822,7698,1170164,3068628,139186,3005155,6212969,241188,29175,1557031,1827394,2827440,110011,1448124,4385575,4148942,236633,309032,545665,1467313,67433,19217,9945,15202,1172,,,1408068,38824,1780636,482584,333744,816328,964308,1780636,,,,,
2021,6102,REVIVAL HOME HEALTH CARE,533239,337299,5350 KINGS HIGHWAY,BROOKLYN,NY,11203,35620,5,01/01/2021,12/31/2021,,78080,24907,62287,165274,76927,18351225,32208331,76927,15139976,24346258,4653691,7505955,36505904,,165935,,165935,24346258,4487756,7505955,36339969,34357334,1982635,1145736,3128371,22165833,627013,829636,336175,179846,16835,,,10002031,198094,10456903,9033451,4704878,13738329,-3281426,10456903,,,,,
2021,10552,RIGHT CHOICE HOME HEALTH CARE,533240,368391,2700 E DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43231,18140,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10553,MIRACLE HEALTH AGENCY,533241,369017,260 NORTHLAND BLVD,CINCINNATI,OH,45246,17140,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10554,WALKER COMPANION SERVICES,533242,377809,941 E CHERRY STREET,CUSHING,OK,74023,44660,5,07/06/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10555,KAISER FOUNDATION HEALTH PLAN OF THE,533243,387007,2701 NORTHWEST VAUGHN ST  SUITE 140,PORTLAND,OR,97210-5344,38900,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7234,INDEPENDENCE HEALTH SERVICES  LLC,533244,417061,433 ELMWOOD AVE,PROVIDENCE,RI,02907-1766,39300,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2485,MAXIM HEALTHCARE SERVICES  INC.,533245,417067,95 CEDAR ST  STE 100,PROVIDENCE,RI,02903-1062,39300,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7247,WATERFORD ON SOUTH HILL HOME HEALTH,533246,507118,2929 S WATERFORD DR,SPOKANE,WA,99203-4400,44060,5,01/01/2021,12/31/2021,,2592,,13026,15618,2670,629818,675920,2670,507569,781778,,713189,1494967,,,,,781778,,713189,1494967,1348545,146422,,146422,734451,48020,7603,3035,,,,,85599257,5337009,51133036,56318075,,56318075,-5185039,51133036,,,,,
2021,3820,GENERATIONS HEALTHCARE AGENCY  INC.,533247,553199,6420 COLDWATER CANYON AVE  SUITE 200,NORTH HOLLYWOOD,CA,91606,31080,5,01/01/2021,12/31/2021,,1881,,,1881,1881,281850,770510,1881,770513,725303,,,725303,,,,,725303,,,725303,780310,-55007,,-55007,593447,,1322,,,,,,396472,,396472,,574362,574362,-177890,396472,,,,,
2021,10556,AL-SHIFA HOME HEALTH CARE AGENCY,533248,559385,501 N BROOKHURST ST  SUITE 300-A,ANAHEIM,CA,92801-5204,31080,3,03/16/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10557,AN DILIGENT HOME HEALTH,533249,559463,17050 CHATSWORTH ST  SUITE 243,GRANADA HILLS,CA,91344-7817,31080,3,03/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10558,C&E HOME HEALTH SERVICES INC,533250,747545,20127 IVORY VALLEY LN,CYPRESS,TX,77433,26420,5,01/01/2021,12/31/2021,,2522,,,2522,2522,437970,351782,2522,351786,351074,,51187,402261,,,,,351074,,51187,402261,351782,50479,,50479,341008,89340,1202,1908,26731,,,,51849,17223,69072,6000,,6000,63072,69072,,,,,
2021,1566,EHS ENTERPRISE HOME HEALTH SOLUTIONS,533251,747588,1420 W MOCKINGBIRD LANE  STE 575,DALLAS,TX,75247,19100,5,01/01/2021,12/31/2021,,619,,,619,371,55650,188285,371,113831,107485,,,107485,,,,,107485,,,107485,199943,-92458,147237,54779,83547,,598,3835,,,,,19046,25803,122313,486757,,486757,-364444,122313,,,,,
2021,6042,M & D HEALTHCARE SERVICES INC,533252,747617,1919 SOUTH SHILOH ROAD,GARLAND,TX,75042,19100,5,01/01/2021,12/31/2021,,783,,,783,712,88155,341035,712,318090,,,,,,,,,,,,,350791,-350791,,-350791,212426,,599,,,,,,29040,,44315,,,,44315,44315,,,,,
2021,4389,DOLCE VIDA HOME HEALTH LLC,533253,747657,1309 EAST RIDGE ROAD,MCALLEN,TX,78503,32580,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10559,JEKS HEALTH CARE SERVICES INC,533254,747870,6776 SOUTHWEST FREEWAY,HOUSTON,TX,77074,26420,5,01/01/2021,12/31/2021,,51,,,51,51,6013,90348,51,90348,17162,,,17162,,,,,17162,,,17162,90348,-73186,,-73186,13191,,,,,,,,22941,,22941,96128,,96128,-73186,22942,,,,,
2021,10560,GOODWIL HEALTHCARE SERVICES,533255,747932,21906 RUSTIC CANYON LANE,RICHMOND,TX,77469,26420,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7274,INFINITE CARE OF ALASKA  LLC,533256,27035,1225 E INTERNTL AIRPORT RD STE 101,ANCHORAGE,AK,99518,11260,5,01/01/2021,12/31/2021,,2170,360,1009,3539,3204,1027965,1585470,3204,1439570,1923824,28440,79711,2031975,6180,,,6180,1917644,28440,79711,2025795,1854214,171581,3356,174937,1119595,8458,27154,5457,767,,,,395644,10535,406179,99675,411850,511525,-105346,406179,,,,,
2021,10561,EDEN HOME HEALTH OF SIERRA VISTA,533257,37099,4066 EAST MONSANTO DRIVE UNIT E,SIERRA VISTA,AZ,85650,43420,5,01/01/2021,12/31/2021,,3912,,8484,12396,3695,722175,2111987,3695,690712,649162,273925,1801255,2724342,23558,140258,502727,666543,625604,133667,1298528,2057799,2284828,-227029,6555,-220474,591712,8514,6676,2488,2059,,,,327658,35256,-314146,169579,-21393,148186,-462332,-314146,,,,,
2021,5376,AMERICAN PREMIER HOME HEALTH CARE,533258,37232,11070 N 24TH AVE - STE 100,PHOENIX,AZ,85029,38060,5,01/01/2021,12/31/2021,,8764,,149,8913,8467,2116500,2086135,8467,2001690,2225361,,5795,2231156,,,,,2225361,,5795,2231156,2260821,-29665,4377,-25288,2220661,17742,10836,2992,2145,,,,728379,64157,1142536,790428,,790428,352108,1142536,,,,,
2021,6881,QUALITY STAFFING SERVICES  LLC,533259,37249,1112 E. WASHINGTON STREET,PHOENIX,AZ,85034-1010,38060,5,01/01/2021,12/31/2021,,2317,4054,22243,28614,2317,413480,4149991,2317,565526,405428,563235,3485830,4454493,-266461,,27354,-239107,671889,563235,3458476,4693600,4283199,410401,,410401,657443,1379,12850,,217,,,,2111809,327421,3963774,468702,1190300,1659002,2304772,3963774,,,,,
2021,10562,EMBLEM HEALTHCARE  INC,533260,37253,3205 W. RAY ROAD  STE 2A,CHANDLER,AZ,85226,38060,5,01/01/2021,12/31/2021,31595,8919,2261,3986,15166,8377,1838395,2660226,8377,1476674,9642235,949720,1233922,11825877,,249542,332267,581809,9642235,700178,901655,11244068,9967209,1276859,13,1276872,2286258,21560,38357,16484,2521,,,,4941543,158291,8739832,1448758,135289,1584047,7155785,8739832,44729,4879,841,50449,4122224
2021,382,ATLANTIC HOME HEALTH CARE,533261,37254,15551 N. GREENWAY-HAYDEN LOOP STE 15,SCOTTSDALE,AZ,85260,38060,5,01/01/2021,12/31/2021,,5849,349,19749,25947,5740,1146930,5288716,5740,1156171,8340502,12215,718529,9071246,939175,,3475,942650,7401327,12215,715054,8128596,6324294,1804302,362587,2166889,1499752,7212,38759,3999,1518,,,,883266,3016,888282,185667,149169,334836,553446,888282,,,,,
2021,6594,GRACE HOME HEALTH CARE  LLC,533262,37273,1930 S ALMA SCHOOL RD STE B-201,MESA,AZ,85210,38060,5,01/01/2021,12/31/2021,,8326,,1733,10059,8327,1861363,2291505,8327,1873774,1957335,,139049,2096384,,,,,1957335,,139049,2096384,2445923,-349539,,-349539,1781995,68808,34121,30588,13547,246,,,3812792,,3812792,1970628,83108,2053736,1759056,3812792,,,,,
2021,7145,ZIONS WAY HOSPICE & HOME HLTH AZ,533263,37290,47 6TH AVENUE,PAGE,AZ,86040-1015,22380,5,01/01/2021,12/31/2021,31594,3200,888,1493,5581,3069,605903,1991311,3069,1099765,4047442,529960,382516,4959918,,89556,179383,268939,4047442,440404,203133,4690979,3695619,995360,695,996055,1051604,,9997,1375,,,,,714039,33373,2102259,164483,27144,191627,1910632,2102259,8881,1522,146,10549,859618
2021,10050,MOHAVE HEALTHCARE  INC,533264,37297,1317 S. JOSHUA AVE.  STE P,PARKER,AZ,85344,99999,5,01/01/2021,12/31/2021,31639,2692,42,358,3092,3635,720115,650745,3635,998592,2442148,39389,407944,2889481,,9035,67195,76230,2442148,30354,340749,2813251,2251021,562230,,562230,1111464,,11655,2470,,,,,377974,8992,1932257,50609,,50609,1881648,1932257,8193,41,59,8293,855497
2021,3459,ANGELS CARE HOME HEALTH,533265,37413,13930 W CAMINO DEL SOL  STE 107,SUN CITY WEST,AZ,85375,38060,5,01/01/2021,12/31/2021,,4027,,2896,6923,2649,352875,938175,2649,388051,711359,,9121,720480,,,,,711359,,9121,720480,1025685,-305205,82184,-223021,531664,20366,11648,285,5266,,,,6545,735,8450,45167,924092,969259,-960809,8450,,,,,
2021,10563,CHRISTIAN CARE NUSING CENTER INC,533266,37424,11830 NORTH 19TH AVENUE  SUITE 101,PHOENIX,AZ,85029,38060,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6826,BRIDGES HOME HEALTH INC,533267,37471,1815 W. MISSOURI AVE STE # 101,PHOENIX,AZ,85015-3047,38060,5,01/01/2021,12/31/2021,,590,,332,922,590,84068,284582,590,182671,113298,,50008,163306,,,,,113298,,50008,163306,285613,-122307,,-122307,102937,7987,1725,648,,,,,22590,303,23920,85007,99000,184007,-160087,23920,,,,,
2021,3459,ANGELS CARE HOME HEALTH,533268,37485,210 W. CONTINENTAL RD  STE 244C,GREEN VALLEY,AZ,85622,46060,5,01/01/2021,12/31/2021,,2645,,3642,6287,1434,187000,930873,1434,208156,393183,,26291,419474,272,,,272,392911,,26291,419202,953303,-534101,51737,-482364,307915,5246,7505,,1388,,,,5544,,7344,1174221,,1174221,-1166877,7344,,,,,
2021,6334,HOME HEALTH TUCSON LLC,533269,37494,1280 S 20TH AVE SUITE A,SAFFORD,AZ,85546-3378,40940,4,01/01/2021,12/31/2021,,20183,3,516,20702,19930,2987250,1383627,19930,1335239,2534625,35,51600,2586260,,,,,2534625,35,51600,2586260,1945568,640692,206713,847405,6641635,,103786,31088,,,,,1807529,1515,1809044,588286,,588286,1220758,1809044,,,,,
2021,4883,GUARDIAN ANGEL HOME CARE INC.,533270,53101,320 COLLEGE AVENUE - STE 230,SANTA ROSA,CA,95401,42220,5,01/01/2021,12/31/2021,,2291,,441,2732,2178,489600,465394,2178,382257,899250,,97608,996858,,,,,899250,,97608,996858,356747,640111,,640111,846365,5784,8650,,1269,,,,9032235,28141,9069354,6220840,197034,6417874,2651480,9069354,,,,,
2021,7009,WEST VALLEY HOME HEALTH CARE  INC,533271,53102,17915 VENTURA BLVD. SUITE 200,ENCINO,CA,91316,31080,5,01/01/2021,12/31/2021,,942,,,942,886,186250,203847,886,613199,249445,,,249445,,,,,249445,,,249445,228492,20953,15000,35953,286250,5549,,,2143,,,,4547,,31579,3213,,3213,28366,31579,,,,,
2021,6599,MERIT HOME HEALTH SERVICES  INC.,533272,53122,1003 E. COOLEY DR. STE 108,COLTON,CA,92324,40140,5,01/01/2021,12/31/2021,,1144,,2550,3694,1040,211290,566219,1040,173452,292615,,302305,594920,,,,,292615,,302305,594920,572526,22394,3648,26042,244101,20531,1946,6928,7126,51,,,2431,,2431,47782,,47782,-45351,2431,,,,,
