year,operator_id,HHA Name,rpt_rec_num,Provider CCN,Street Address,City,State Code,Zip Code,cbsa_cd,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,HHA-based Hospice Provider CCN,"Total, Medicare Title XVIII Visits","Total, Medicaid Title XIX Visits","Total, Other Visits","Total, Total Visits",Total Episodes-Total Visits,Total Episodes-Total Charges,Total Cost,Total HHA Medicare Program Visits,Total HHA Medicare Program Cost,Gross Patient Revenues Title XVIII Medicare,Gross Patient Revenues Title XIX Medicaid,Gross Patient Revenues Other,Gross Patient Revenues Total,Less: Allowances and discounts on patients' accounts Title XVIII Medicare,Less: Allowances and discounts on patients' accounts Title XIX Medicaid,Less: Allowances and discounts on patients' accounts Other,Less: Allowances and discounts on patients' accounts Total,Net Patient Revenues (line 1 minus line 2) XVIII Medicare,Net Patient Revenues (line 1 minus line 2) XIX Medicaid,Net Patient Revenues (line 1 minus line 2) Other,Net Patient Revenues (line 1 minus line 2) Total,Less Total Operating Expenses (sum of lines 4 through 16),Net Income from service to patients (line 3 minus line 17),Total Other Income (sum of lines 19 through 31),Net Income or Loss for the period (line 18 plus line 32),Total PPS Payment - full episodes/periods without outliers,Total PPS Payment - full episodes/periods with outliers,Total PPS Payment - LUPA episodes/periods,Total PPS Payment - PEP episodes/periods,Total PPS Outlier Payment - full episodes/periods with outliers,Total PPS Outlier Payment - PEP episodes/periods,Allowable Bad Debts,Adjusted Reimbursable Bad Debts,Total Current Assets,Total Fixed Assets,Total Assets,Total Current Liabilities,Total Long Term Liabilities,Total Liabilities,Fund Balance,Total Liabilities and Fund Balances,Total Hospice Days Title XVIII Medicare,Total Hospice Days Title XIX Medicaid,Total Hospice Days Title Other,Total Hospice Days Total,Total Hospice Expenses
2021,6122,WECARE HOME HEALTH LLC,523384,553194,910 FLORIN RD STE 202,SACRAMENTO,CA,95831,40900,5,01/01/2021,12/31/2021,,1024,,221,1245,1023,153519,417517,1023,332687,415340,,12198,427538,,,,,415340,,12198,427538,444983,-17445,677,-16768,523841,4389,4310,,,,,,64837,9087,84500,17521,17359,34880,49620,84500,,,,,
2021,3112,21ST CENTURY HOME HEALTH  INC.,523387,559048,421 ARDEN AVE,GLENDALE,CA,91202,31080,5,01/01/2021,12/31/2021,,10915,,,10915,10915,1330320,2051979,10915,2052016,3051506,,,3051506,750,,,750,3050756,,,3050756,3017247,33509,3000,36509,2721696,88275,,4186,242629,,,,55258,,55258,,,,55258,55258,,,,,
2021,2444,HOMERIC HOME HEALTH SERVICES  INC,523388,559091,421 ARDEN AVE #A,GLENDALE,CA,91203,31080,5,01/01/2021,12/31/2021,,11927,,,11927,11927,1705520,2053762,11927,2053777,3208674,,,3208674,,,,,3208674,,,3208674,3170632,38042,,38042,2873028,89770,2078,,241302,,,,44777,,44777,433,,433,44344,44777,,,,,
2021,9021,NOVA VITA HOME HEALTH  INC.,523390,559177,13746 VICTORY BLVD  STE 105,VAN NUYS,CA,91401,31080,5,01/01/2021,12/31/2021,,3371,,,3371,3371,416660,572657,3371,572652,889093,,,889093,,,,,889093,,,889093,702335,186758,311,187069,942595,21652,2048,,23287,,,,62913,2170,195235,9139,,9139,186096,195235,,,,,
2021,8164,WE DO CARE HOME HEALTH,523393,559370,21220 DEVONSHIRE ST  SUITE 202B,CHATSWORTH,CA,91311-8262,31080,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9022,HOME HEALTH FOR LIFE  INC.,523394,559383,2060 HUNTINGTON DR UNIT 9,SAN MARINO,CA,91108,31080,5,01/01/2021,12/31/2021,,602,,,602,602,156505,159016,602,159017,,,,,,,,,,,,,176198,-176198,,-176198,267477,,,,,,,,,,,,,,,,,,,,
2021,5031,ASPIRA HEALTHCARE INC,523401,747473,101 BOURLAND RD. STE F,KELLER,TX,76248,19100,5,01/01/2021,12/31/2021,,3322,,3322,6644,3322,477345,848470,3322,424233,688973,,,688973,,,,,688973,,,688973,848470,-159497,,-159497,515839,31414,1342,2748,8901,,,,31795,,31795,9335,22460,31795,,31795,,,,,
2021,3784,TRUE CARE HOME HEALTH AGENCY  INC.,523421,58298,1755 HUNTINGTON DR STE 201,DUARTE,CA,91010,31080,5,01/01/2021,12/31/2021,,2889,,777,3666,2890,416017,1166991,2890,903915,755892,,223010,978902,,,,,755892,,223010,978902,1170744,-191842,384853,193011,713146,30172,5406,,7929,,,,73641,,73641,12635,,12635,61006,73641,,,,,
2021,9023,BLUE SKY HOME HEALTH CARE INC,523425,59126,16501 SHERMAN WAY STE 210,VAN NUYS,CA,91406,31080,5,01/01/2021,12/31/2021,,5228,,16,5244,5227,741935,1370569,5227,1365351,1654134,,293323,1947457,,,,,1654134,,293323,1947457,1456557,490900,100789,591689,1529606,25657,24095,9810,31030,,,,630962,16962,1259622,2825,,2825,1256797,1259622,,,,,
2021,1519,ESSENTIALS HOME HEALTH,523428,59722,24301 SOUTHLAND DRIVE SUITE 611,HAYWARD,CA,94545,41860,5,01/01/2021,12/31/2021,,6230,,917,7147,5922,1080780,2803288,5922,2332907,3306326,,574039,3880365,,,,,3306326,,574039,3880365,3828396,51969,,51969,3223355,,19762,27512,,,,,1047215,123051,1170266,1024298,44000,1068298,101968,1170266,,,,,
2021,106,CARE24 HOME CARE  INC,523448,227721,10 TOWER OFFICE PARK  SUITE 306,WOBURN,MA,01801-2120,14460,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9024,ACES HOME HEALTH SERVICES  INC.,523463,297255,1621 E FLAMINGO ROAD; SUITE 15B,LAS VEGAS,NV,89119,29820,5,01/01/2021,12/31/2021,,1254,,,1254,1254,168435,232384,1254,232384,262187,,,262187,,,,,262187,,,262187,258780,3407,641,4048,236647,1659,1579,,233,,,,28263,,28263,35070,,35070,-6807,28263,,,,,
2021,9025,VNA OF CARE NEW ENGLAND,523470,417006,51 HEALTH LANE,WARWICK,RI,2886,,2,10/01/2020,09/30/2021,411505,32686,850,69738,103274,31576,6861460,18305289,31576,5547709,13456471,,8424715,21881186,,,143831,143831,13456471,,8280884,21737355,26073211,-4335856,3346286,-989570,6206435,426398,127339,12044,115209,,,,-2024338,142503,-831703,3143470,1097536,4241006,-5072709,-831703,36367,165,1235,37767,3112904
2021,2601,PIONEER HOME HEALTH CARE,523493,557008,363 ACADEMY AVENUE,BISHOP,CA,93514,13860,2,01/01/2021,12/31/2021,921591,1282,,315,1597,1269,475875,659269,1269,519073,726478,,122259,848737,-185604,,-1694,-187298,912082,,123953,1036035,1451030,-414995,651370,236375,664032,,17141,,,,,,855764,361172,1220462,134943,256069,391012,829450,1220462,1057,,9,1066,60762
2021,9026,LIGHT HOME CARE INC,523495,559157,511 E HARVARD ST STE 1,GLENDALE,CA,91205,31080,5,01/01/2021,12/31/2021,,783,,,783,782,117150,253029,782,252709,338777,,,338777,,,,,338777,,,338777,306986,31791,5529,37320,312993,,1830,1183,,,,,2000,,75384,,170979,170979,-95595,75384,,,,,
2021,409,CARING TOUCH HOME CARE LLC,523604,37298,2692 S AVENUE B  SUITE 2,YUMA,AZ,85364,49740,5,01/01/2021,12/31/2021,,4223,1033,6282,11538,4319,948283,2610825,4319,967443,2131470,,,2131470,,,,,2131470,,,2131470,2670136,-538666,,-538666,751853,69415,19344,7274,13880,,,,296879,,296879,-5194,,-5194,302073,296879,,,,,
2021,8203,K & K HOME HEALTH CARE INC,523610,53120,7728 FOOTHILL BLVD STE B,TUJUNGA,CA,91042,31080,5,01/01/2021,12/31/2021,,6503,,,6503,6503,885540,1578207,6503,1578220,1697932,,,1697932,,,,,1697932,,,1697932,1578207,119725,25000,144725,1417637,85364,2980,3844,160354,,,,279173,290625,806402,2207,642720,644927,161475,806402,,,,,
2021,9027,L.A. REMEDY HEALTH  INC.,523619,58194,2300 WESTWOOD BLVD; SUITE 102,LOS ANGELES,CA,90064,31080,5,01/01/2021,12/31/2021,,1559,,,1559,1559,239617,274024,1559,274023,596874,,,596874,,,,,596874,,,596874,488306,108568,202057,310625,383312,4985,7999,,1275,,,,419850,75,539925,52558,502000,554558,-14633,539925,,,,,
2021,6046,BRADBOURNE HEALTHCARE  INC.,523620,58217,1109 W SAN BERNARDINO RD #230,COVINA,CA,91722,31080,5,01/01/2021,12/31/2021,,4276,15,4,4295,4277,585335,1486087,4277,1478233,1489387,,3537,1492924,,,,,1489387,,3537,1492924,1495492,-2568,,-2568,1462979,12888,4509,1900,3884,,,,268899,74539,1776701,402584,41894,444478,1332223,1776701,,,,,
2021,4584,INLAND HOME HEALTH PROVIDERS  INC.,523621,58239,9221 ARCHIBALD AVE,RANCHO CUCAMONGA,CA,91730,40140,5,01/01/2021,12/31/2021,,2624,,811,3435,2625,755120,1231970,2625,952588,1041750,,105256,1147006,,,,,1041750,,105256,1147006,1244338,-97332,204770,107438,1040752,,9871,6106,,,,,50579,94677,152445,15304,134407,149711,2734,152445,,,,,
2021,3753,ANX HOME HEALTHCARE,523627,59071,455 HICKEY BLVD #415,DALY CITY,CA,94015,41860,5,01/01/2021,12/31/2021,,10673,31,23662,34366,14021,3764550,8823292,14021,3565960,6962168,125064,5148194,12235426,,,81736,81736,6962168,125064,5066458,12153690,10278443,1875247,2869,1878116,5211950,162817,98024,17350,42717,6574,,,5618614,47971,5971706,1794943,5303609,7098552,-1126846,5971706,,,,,
2021,6628,NOHO HOME HEALTH CARE  INC.,523630,59205,6422 1/2 COLDWATER CANYON AVE,NORTH HOLLYWOOD,CA,91606,31080,5,01/01/2021,12/31/2021,,2536,626,,3162,2535,380200,786569,2535,582350,569783,325443,,895226,,,,,569783,325443,,895226,850172,45054,49790,94844,585577,,1075,,,,,,59194,4433,63627,,,,63627,63627,,,,,
2021,5070,ELITE HOME HEALTH  INC.,523631,59206,220 S KENWOOD ST STE 220,GLENDALE,CA,91205,31080,5,01/01/2021,12/31/2021,,4511,,,4511,4523,636510,917353,4523,920434,1191590,,,1191590,4497,,,4497,1187093,,,1187093,1064664,122429,43770,166199,1016149,64779,185,,99606,,,,365690,356,386281,123525,,123525,262756,386281,,,,,
2021,9028,D & B HEALTH CARE PROFESSIONAL BURBA,523632,59212,12140 ARTESIA BLVD. #202,ARTESIA,CA,90701,31080,5,01/01/2021,12/31/2021,,3919,,,3919,3918,617380,1043626,3918,1043372,972867,,,972867,,,,,972867,,,972867,1121112,-148245,236557,88312,819905,126788,3986,4283,32775,,,,99463,,99463,168776,,168776,-69313,99463,,,,,
2021,2561,MERIDIAN CARE  INC.,523634,59237,3900 NEWPARK MALL ROAD SUITE 209,NEWARK,CA,94560,41860,5,01/01/2021,12/31/2021,,10200,,66,10266,10199,1528530,3468812,10199,3445366,3714291,,,3714291,,,,,3714291,,,3714291,3520086,194205,268471,462676,3684266,152204,35666,20744,37960,839,,,467684,,474349,6259,38786,45045,429304,474349,,,,,
2021,9029,NURSES AND ANGELS HOME HEALTH INC,523637,59317,609 N BUNKER HILL AVE,LOS ANGELES,CA,90012,31080,5,01/01/2021,12/31/2021,,2257,,,2257,2256,470790,477467,2256,477255,766345,,,766345,,,,,766345,,,766345,544958,221387,9,221396,729432,27024,566,1576,25451,,,,22827,194598,314543,37269,247539,284808,29735,314543,,,,,
2021,869,BEST HOME HEALTH CARE  INC.,523639,59333,1175 S. GROVE AVE  SUITE 102,ONTARIO,CA,91761,40140,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,327,24-7 HOME HEALTH SERVICES,523640,59359,109 NORTH CEDAR STREET,GLENDALE,CA,91206-4435,31080,5,01/01/2021,12/31/2021,,2640,,207,2847,2640,321100,713535,2640,658225,771086,,,771086,3767,,,3767,767319,,,767319,714860,52459,,52459,724379,10913,2586,1849,4324,,,,82769,,180272,5996,63935,69931,110341,180272,,,,,
2021,1309,NCA HOME HEALTH CARE  INC.,523641,59395,4533 VAN NUYS BLVD STE 202,SHERMAN OAKS,CA,91403,31080,5,01/01/2021,12/31/2021,,10903,,,10903,10903,1589400,2089382,10903,2089373,2388977,,,2388977,10782,,,10782,2378195,,,2378195,2204426,173769,,173769,2211444,105863,4575,4231,194246,,,,505801,1587,507388,1606,150000,151606,355782,507388,,,,,
2021,5574,BLOSSOM RIDGE HOME HEALTH AGENCY LLC,523643,59471,520 9TH STREET  SUITE 240,SACARAMENTO,CA,95814,40900,4,01/01/2021,12/31/2021,,36350,95,14922,51367,34250,10675449,10700795,34250,7087446,11319967,2589,2408078,13730634,,,,,11319967,2589,2408078,13730634,12657960,1072674,94169,1166843,10245457,449180,166588,25348,109898,636,,,6373343,,6627812,728746,,728746,5899066,6627812,,,,,
2021,9030,ACE 1 HOMEHEALTH SERVICES INC.,523651,59757,2112 24TH ST  STE 4,BAKERSFIELD,CA,93301-3749,12540,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,329,PRIMARY PREVENTION HOME CARE,523653,77255,254 BURNSIDE AVE I,EAST HARTFORD,CT,06108-2367,25540,4,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2412,IDAHO HOME HEALTH,523705,137014,222 SHOSHONE STREET EAST,TWIN FALLS,ID,83301-6105,46300,5,01/01/2021,12/31/2021,131501,12416,661,14249,27326,13072,4736685,5066874,13072,3120505,5923712,191510,2860466,8975688,,,1140,1140,5923712,191510,2859326,8974548,8214012,760536,1850,762386,2817785,31571,28031,12929,6042,,,,1256349,28577,6661257,3305259,106810,3412069,3249188,6661257,8376,16,44,8436,1501941
2021,9031,INNOVIVE HEALTH  LLC,523718,227485,10 CABOT ROAD  STE 202,MEDFORD,MA,2155,,4,01/01/2021,12/31/2021,,1560,673576,440338,1115474,2348,259740,68189754,2348,157343,97686,73785566,1290540,75173792,,526872,,526872,97686,73258694,1290540,74646920,69244902,5402018,10355057,15757075,141060,1411,916,,245,,,,15512701,1080204,16592905,6248631,10465328,16713959,-121054,16592905,,,,,
2021,3083,CENTRAL HOME HEALTH CARE INC,523719,227532,OAK ST SITE 405,UPPER FALLS,MA,2464,,5,01/01/2021,12/31/2021,,9029,12693,24313,46035,9219,2477925,4527452,9219,890815,5526667,,,5526667,,,,,5526667,,,5526667,4614959,911708,,911708,2470667,16001,5244,16254,1861,,,,271058,47204,318262,106128,,106128,212134,318262,,,,,
2021,9032,CHIPPEWA COUNTY H.D.,523720,237018,508 ASHMUN ST. SUITE 120,SAULT STE. MARIE,MI,49783,42300,12,10/01/2020,09/30/2021,,3717,39,5568,9324,3564,719330,1539941,3564,562346,853237,86240,5242819,6182296,95424,49621,85286,230331,757813,36619,5157533,5951965,5631176,320789,350698,671487,649428,12265,11255,252,516,,,,3575806,121559,3697365,1077335,,1077335,2620030,3697365,,,,,
2021,8175,LIFELINK HOME HEALTH CARE SERVICES,523722,237506,30300 NORTHWESTERN HIGHWAY  STE 121,FARMINGTON HILLS,MI,48334-3217,19820,3,09/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3697,HOME CARE SOLUTIONS II  LLC,523723,237569,30275 W 13 MILE ROAD,FARMINGTON HILLS,MI,48334-5602,19820,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5857,DIVERSIFIED HOME HEALTH CARE  INC.,523725,239074,16250 NORTHLAND DRIVE  SUITE 241,SOUTHFIELD,MI,48075-5227,19820,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9033,COMMUNITY HOME CARE OF WESTERN MICHI,523726,239100,1909 RUDDIMAN DRVE,MUSKEGON,MI,49445,34740,5,01/01/2021,12/31/2021,,1002,,727,1729,916,180735,582276,916,308457,363340,,200373,563713,,,,,363340,,200373,563713,532942,30771,84394,115165,308160,,3906,,,,,,248043,32,266688,93302,,93302,173386,266688,,,,,
2021,1484,MERIT HOME HEALTH,523727,239138,5860 NORTH CANTON CENTER RD  SUITE 3,CANTON,MI,48187,19820,5,01/01/2021,12/31/2021,,431,,24,455,446,66900,245328,446,241750,165375,,,165375,,,,,165375,,,165375,285962,-120587,16715,-103872,147711,,,460,,,,,453159,,453159,894243,,894243,-441084,453159,,,,,
2021,3536,FOREVER HOME CARE  LLC,523728,239255,48645 VAN DYKE AVENUE SUITE 109,SHELBY TOWNSHIP,MI,48317-2575,19820,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,809,BARNABAS HEALTH CARE SERVICES,523729,248048,223 WASHINGTON STREET,BRAINERD,MN,56401,14660,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9034,INTERIM HEALTH CARE OF THE NE  INC.,523733,307049,608 CHESTNUT STREET,MANCHESTER,NH,3105,,5,11/01/2020,10/31/2021,,23733,2188,25632,51553,23660,2807204,9229936,23660,4222480,4758920,,12497937,17256857,,,,,4758920,,12497937,17256857,17475870,-219013,3793510,3574497,3871680,607569,76096,13032,203589,513,,,4996732,15597,5012329,262703,,262703,4749626,5012329,,,,,
2021,382,ATLANTIC HOME HEALTH CARE,523765,527324,5600 W BROWN DEER ROAD  SUITE 216,BROWN DEER,WI,53223,33340,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3106,PRN HOME HEALTH & THERAPY  LLC,523766,527328,1101 E SOUTH RIVER STREET,APPLETON,WI,54914,11540,5,01/01/2021,12/31/2021,,7262,307,8430,15999,6282,1815470,2875563,6282,1205335,1730255,18426,1520855,3269536,,,176939,176939,1730255,18426,1343916,3092597,3086745,5852,,5852,1397888,67653,12752,1851,12873,,,,1215183,46283,1401467,428599,,428599,972868,1401467,,,,,
2021,5873,PERSPECTIVE HOME HEALTH CARE  INC,523767,553102,1241 S GLENDALE AVE  UNIT 301B,GLENDALE,CA,91205,31080,5,01/01/2021,12/31/2021,,2236,,,2236,2236,278380,716162,2236,716158,675718,,,675718,,,,,675718,,,675718,868616,-192898,,-192898,457202,7455,1617,4779,14947,2939,,,260071,13161,964659,,127400,127400,837259,964659,,,,,
2021,9035,PEGASUS HOME HEALTH CARE  INC.,523772,557479,505 N. BRAND BLVD; SUITE 1000,GLENDALE,CA,91203,31080,5,01/01/2021,12/31/2021,,10902,,62095,72997,10798,1938025,9200760,10798,1318536,1687237,,11007062,12694299,-1287431,,3793797,2506366,2974668,,7213265,10187933,9741210,446723,291851,738574,2151869,144349,35459,5018,38237,,,,3095176,94557,3248840,569367,150000,719367,2529473,3248840,,,,,
2021,2795,ADVANTA CARE HOME HEALTH SERVICES,523775,559029,3475 INVESTMENT BLVD SUITE 5,HAYWARD,CA,94545,41860,5,01/01/2021,12/31/2021,,8767,,646,9413,8766,1482401,2843386,8766,2659623,3208601,,29429,3238030,,,,,3208601,,29429,3238030,2866780,371250,32873,404123,2989454,97152,94550,41878,23742,39,,,986192,,986192,109803,131167,240970,745222,986192,,,,,
2021,9036,HEALTH IS WEALTH HOME HEALTH AGENCY,523776,559031,3135 CLAYTON RD STE 101,CONCORD,CA,94519,41860,5,01/01/2021,12/31/2021,,579,,236,815,578,112190,204675,578,144946,203303,,26451,229754,,,,,203303,,26451,229754,211901,17853,12126,29979,273609,8450,3395,1625,1280,,,,,,3508,3508,,3508,,3508,,,,,
2021,3317,ASSISTIVE HEALTH SYSTEMS  INC.,523778,559057,4540 KEARNEY VILLA RD SUITE 206,SAN DIEGO,CA,92123,41740,5,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3645,A & M MIRACLE HOME HEALTH CARE INC,523779,559104,10523 BURBANK BLVD SUITE 203,NORTH HOLLYWOOD,CA,91601,31080,5,01/01/2021,12/31/2021,,4215,,,4215,4215,519208,1192866,4215,1192874,1438072,,,1438072,,,,,1438072,,,1438072,1192866,245206,,245206,1386019,,755,6314,,,,,2400,,2400,,,,2400,2400,,,,,
2021,9037,NUMBER 1 HOME HEALTH,523780,559111,21818 CRAGGY VIEW STE 204,CHATSWORTH,CA,91311,31080,5,01/01/2021,12/31/2021,,4496,,,4496,4576,668380,1085558,4576,1149818,1508451,,,1508451,,,,,1508451,,,1508451,1283528,224923,,224923,1451451,11359,10472,5159,11549,,,,294777,,294777,19854,150000,169854,124923,294777,,,,,
2021,3647,BETTER CHOICE HOME CARE,523781,559134,2704 MERCANTILE DR,RANCHO CORDOVA,CA,95742,40900,5,01/01/2021,12/31/2021,,4011,,,4011,4011,1023700,1355540,4011,1355546,1607973,,510511,2118484,,,,,1607973,,510511,2118484,1686095,432389,35960,468349,1445892,83129,17406,3551,24090,,,,307786,7760,315546,20240,,20240,295306,315546,,,,,
2021,9038,DNA HOME HEALTH SERVICES INC.,523782,559135,18425 BURBANK BLVD. SUITE 417,TARZANA,CA,91356,31080,5,01/01/2021,12/31/2021,,667,,,667,629,77700,151731,629,148308,197172,,,197172,935,,,935,196237,,,196237,188833,7404,,7404,210102,,,1164,,,,,49239,6233,58916,,239341,239341,-180425,58916,,,,,
2021,1869,EQUANIMITY HOME HEALTH SERVICES  INC,523786,559209,6005 VINELAND AVE STE 212,NORTH HOLLYWOOD,CA,91606-4982,31080,3,01/01/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7418,QUANTUM HOME HEALTH SERVICES INC,523787,559219,520 E. WILSON AVE STE 215,GLENDALE,CA,91206,31080,5,01/01/2021,12/31/2021,,1800,,,1800,1773,247780,522429,1773,519663,582170,,,582170,,,,,582170,,,582170,522429,59741,,59741,596336,,189,2367,,,,,24476,,24476,219,,219,24257,24476,,,,,
2021,9039,SUDARIO HOME HEALTH CARE  INC.,523788,559227,620 W ROUTE 66 STE 220A,GLENDORA,CA,91740,31080,5,01/01/2021,12/31/2021,,6006,,,6006,6006,723900,1537363,6006,1537377,1792691,,,1792691,13585,,,13585,1779106,,,1779106,1716259,62847,,62847,1741381,8805,925,3025,508,,,,55346,4208,59554,,34739,34739,24815,59554,,,,,
2021,275,TRINITY HOME HEALTH CARE  INC.,523789,559281,19531 VENTURA BLVD.  STE 15,TARZANA,CA,91356,31080,5,01/01/2021,12/31/2021,,1289,,,1289,1289,193350,410480,1289,410478,454402,,,454402,,,,,454402,,,454402,455384,-982,,-982,291207,,1030,,,,,,85197,,130197,,121868,121868,8329,130197,,,,,
2021,9040,HRM HOME HEALTH INC,523790,559509,219 N SIERRA MADRE BLVD  STE 101,PASADENA,CA,91107-3302,31080,5,05/04/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9041,LOYAL CARE AT HOME INC,523791,559527,14546 HAMLIN T UNIT 150B,VAN NUYS,CA,91411-1629,31080,3,05/27/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9042,SILA-V HEALTH CARE INC,523792,559579,23236 LYONS AVE SUITE 222,NEWHALL,CA,91321-5018,31080,3,09/26/2021,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3768,BETTER AT HOME  HOME HEALTH,523884,109796,14410 S MILITARY TRAIL,DELRAY BEACH,FL,33484,33100,5,01/01/2021,12/31/2021,,2852,,,2852,2852,658675,895919,2852,895906,659331,,42632,701963,,,,,659331,,42632,701963,895919,-193956,,-193956,434336,27646,5305,6977,11971,,,,377081,33082,410204,20791,562462,583253,-173049,410204,,,,,
2021,3351,BAYADA HOME HEALTH CARE-GLENDALE,524039,37185,18001 N. 79TH AVE.  SUITE A-3,GLENDALE,AZ,85308,38060,6,01/01/2021,12/31/2021,,4623,,3579,8202,4548,1048936,1807714,4548,1013918,1227561,,774647,2002208,,,,,1227561,,774647,2002208,1892356,109852,6730,116582,1195458,8224,22815,8848,554,,,,356266005,10135031,502494694,173276722,40459736,213736458,288758236,502494694,,,,,
2021,2049,AMEDISYS HOME HEALTH,524040,37192,1380 S. CASTLE DOME AVENUE,YUMA,AZ,85365-2024,49740,5,01/01/2021,12/31/2021,,12333,,4304,16637,12333,3590742,3024840,12333,2240837,3306069,,1200481,4506550,-29300,,524821,495521,3335369,,675660,4011029,3606318,404711,18430,423141,3080650,21030,56503,3891,3370,,,,356684460,18435288,1853869039,374282146,506537059,880819205,973049834,1853869039,,,,,
2021,79,AMERICAN HOME HEALTH SERVICES  INC.,524041,37426,1837 SOUTH MESA DRIVE  SUITE C201,MESA,AZ,85210,38060,5,01/01/2021,12/31/2021,,7752,,,7752,7752,854955,1323561,7752,1323562,1486458,,159843,1646301,79509,,,79509,1406949,,159843,1566792,1451260,115532,,115532,1122800,231617,10797,728,120516,,,,45293,,45293,35253,54314,89567,-44274,45293,,,,,
2021,3064,TRINITY VISITING NURSE AND HOME CARE,524042,37459,4226 AVENIDA COCHISE SUITE 5,SIERRA VISTA,AZ,85635,43420,5,01/01/2021,12/31/2021,,1220,33,3241,4494,1146,166580,578990,1146,260425,284999,3256,429418,717673,,,,,284999,3256,429418,717673,658834,58839,94306,153145,251934,10953,3101,2604,5007,,,,302144,2197,304341,29630,239955,269585,34756,304341,,,,,
2021,3619,ADVANCE HOME HEALTH CARE  LLC,524043,37462,1837 SOUTH MESA DRIVE  SUITE C202,MESA,AZ,85210,38060,5,01/01/2021,12/31/2021,,6341,,,6341,6341,688601,1161128,6341,1161112,1215002,,104846,1319848,25862,,,25862,1189140,,104846,1293986,1161128,132858,,132858,925765,176504,7837,2122,102775,,,,83429,,84629,54716,,54716,29913,84629,,,,,
2021,2960,PANDA HOME HEALTHCARE  INC.,524048,53176,410 S SAN GABRIEL BLVD STE A,SAN GABRIEL,CA,91776,31080,5,01/01/2021,12/31/2021,,5928,,,5928,5929,889200,1541488,5929,1541718,2567621,,,2567621,1695,,,1695,2565926,,,2565926,1575531,990395,,990395,2559694,,8545,2955,,,,,1460155,,1460155,439184,130214,569398,890757,1460155,,,,,
2021,7575,CENTRAL COAST VNA & HOSPICE  INC,524049,57002,5 LOWER RAGSDALE DRIVE,MONTEREY,CA,93940,41500,2,01/01/2021,12/31/2021,,20962,235,9203,30400,25765,6595325,13558931,25765,11465842,12644154,1130957,1186206,14961317,358845,48597,732423,1139865,12285309,1082360,453783,13821452,16283389,-2461937,1955276,-506661,10597516,84569,251652,72828,14862,,,,11848423,956664,26637553,5470915,,5470915,21166638,26637553,,,,,
2021,4187,PARAMOUNT HOME CARE,524050,57456,12235 BEACH BLVD SUITE 102,STANTON,CA,90680,31080,5,01/01/2021,12/31/2021,,11219,,,11219,11220,1578265,2536507,11220,2536690,3075544,,,3075544,,,,,3075544,,,3075544,2944828,130716,25000,155716,2908918,67833,25864,16243,23449,331,,,22550,212285,645583,880681,,880681,-235098,645583,,,,,
2021,4410,PASADENA HOME HEALTH CARE,524053,58129,3821 E SIERRA MADRE BLVD,PASADENA,CA,91107,31080,5,01/01/2021,12/31/2021,,8424,10,1470,9904,8425,1202265,2201784,8425,1829395,2282091,1470,177981,2461542,,,,,2282091,1470,177981,2461542,2515150,-53608,,-53608,1686520,377611,41159,17306,219971,5798,,,275148,1981,349803,46377,672615,718992,-369189,349803,,,,,
